rto,Maker,state,rto_number,district,BIO-CNG/BIO-GAS,BIO-DIESEL(B100),BIO-METHANE,CNG ONLY,DIESEL,DIESEL/HYBRID,DI-METHYL ETHER,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC(BOV),ETHANOL(E100),FLEX-FUEL(BIO-DIESEL),FLEX-FUEL(ETHANOL),FUEL CELL HYDROGEN,HCNG,HYDROGEN(ICE),LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL/CNG,PETROL(E20),PETROL(E20)/CNG,PETROL(E20)/HYBRID,PETROL(E20)/HYBRID/CNG,PETROL(E20)/LPG,PETROL/HYBRID,PETROL/HYBRID/CNG,PETROL/LPG,PETROL/METHANOL,PLUG-IN HYBRID EV,PURE EV,SOLAR,STRONG HYBRID EV,TOTAL
ADOOR SRTO,HONDA CARS INDIA LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADOOR SRTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL26,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,6
ADOOR SRTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
ADOOR SRTO,KIA INDIA PRIVATE LIMITED,Kerala,KL26,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
ADOOR SRTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL26,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
ADOOR SRTO,MARUTI SUZUKI INDIA LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,21,0,0,0,0,0,0,0,0,0,0,96
ADOOR SRTO,NISSAN MOTOR INDIA PVT LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ADOOR SRTO,RENAULT INDIA PVT LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ADOOR SRTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ADOOR SRTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL26,Kottayam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8
ADOOR SRTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
ADOOR SRTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL26,Kottayam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,8
ALANGUDI UO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN641,Thanjavur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,7
ALANGUDI UO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN641,Thanjavur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ALANGUDI UO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN641,Thanjavur,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ALANGUDI UO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN641,Thanjavur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,9,0,0,0,0,0,0,0,0,0,0,39
ALANGUDI UO,TATA MOTORS LTD,Tamil Nadu,TN641,Thanjavur,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ALANGUDI UO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN641,Thanjavur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6
ALANGUDI UO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN641,Thanjavur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,6
ALANGULAM UO,HONDA CARS INDIA LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALANGULAM UO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
ALANGULAM UO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ALANGULAM UO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN644,Madurai AO,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ALANGULAM UO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,4,0,0,0,0,0,0,0,0,0,0,27
ALANGULAM UO,NISSAN MOTOR INDIA PVT LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALANGULAM UO,RENAULT INDIA PVT LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALANGULAM UO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALANGULAM UO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALANGULAM UO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ALANGULAM UO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN644,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ALAPPUZHA RTO,HONDA CARS INDIA LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALAPPUZHA RTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,13
ALAPPUZHA RTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
ALAPPUZHA RTO,KIA INDIA PRIVATE LIMITED,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
ALAPPUZHA RTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL4,Alappuzha,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
ALAPPUZHA RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ALAPPUZHA RTO,MARUTI SUZUKI INDIA LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,10,0,0,0,0,0,0,0,1,0,1,79
ALAPPUZHA RTO,NISSAN MOTOR INDIA PVT LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALAPPUZHA RTO,RENAULT INDIA PVT LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ALAPPUZHA RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALAPPUZHA RTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALAPPUZHA RTO,TATA MOTORS LTD,Kerala,KL4,Alappuzha,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALAPPUZHA RTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL4,Alappuzha,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12
ALAPPUZHA RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
ALAPPUZHA RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL4,Alappuzha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,5
ALATHUR SRTO,HONDA CARS INDIA LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ALATHUR SRTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL49,Palakkad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,13
ALATHUR SRTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ALATHUR SRTO,KIA INDIA PRIVATE LIMITED,Kerala,KL49,Palakkad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8
ALATHUR SRTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL49,Palakkad,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9
ALATHUR SRTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ALATHUR SRTO,MARUTI SUZUKI INDIA LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,12,0,0,0,0,0,0,0,1,0,0,81
ALATHUR SRTO,RENAULT INDIA PVT LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
ALATHUR SRTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6
ALATHUR SRTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALATHUR SRTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL49,Palakkad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12
ALATHUR SRTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL49,Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
ALATHUR SRTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL49,Palakkad,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,2,14
ALUVA SRTO,HONDA CARS INDIA LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ALUVA SRTO,HYUNDAI MOTOR INDIA LTD,Kerala,KL41,Ernakulam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,17
ALUVA SRTO,JSW MG MOTOR INDIA PVT LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
ALUVA SRTO,KIA INDIA PRIVATE LIMITED,Kerala,KL41,Ernakulam,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13
ALUVA SRTO,MAHINDRA & MAHINDRA LIMITED,Kerala,KL41,Ernakulam,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
ALUVA SRTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
ALUVA SRTO,MARUTI SUZUKI INDIA LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,12,0,0,0,0,0,0,0,2,0,0,95
ALUVA SRTO,NISSAN MOTOR INDIA PVT LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
ALUVA SRTO,RENAULT INDIA PVT LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALUVA SRTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
ALUVA SRTO,STELLANTIS AUTOMOBILES INDIA PVT LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
ALUVA SRTO,TATA MOTORS PASSENGER VEHICLES LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
ALUVA SRTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Kerala,KL41,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
ALUVA SRTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Kerala,KL41,Ernakulam,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,6,19
AMBASAMUTHIRAM UO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9
AMBASAMUTHIRAM UO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN611,Madurai AO,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
AMBASAMUTHIRAM UO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN611,Madurai AO,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
AMBASAMUTHIRAM UO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,5,0,0,0,0,0,0,0,0,0,0,36
AMBASAMUTHIRAM UO,NISSAN MOTOR INDIA PVT LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBASAMUTHIRAM UO,RENAULT INDIA PVT LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
AMBASAMUTHIRAM UO,TATA MOTORS LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBASAMUTHIRAM UO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
AMBASAMUTHIRAM UO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AMBASAMUTHIRAM UO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN611,Madurai AO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,0,0,0,0,0,0,0,11
AMBATTUR RTO,BYD INDIA PRIVATE LIMITED,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
AMBATTUR RTO,HONDA CARS INDIA LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
AMBATTUR RTO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,73
AMBATTUR RTO,JSW MG MOTOR INDIA PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
AMBATTUR RTO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN612,Chennai,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,30
AMBATTUR RTO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN612,Chennai,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33
AMBATTUR RTO,MAHINDRA ELECTRIC AUTOMOBILE LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
AMBATTUR RTO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,37,16,0,0,0,0,0,0,0,2,0,2,130
AMBATTUR RTO,NISSAN MOTOR INDIA PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
AMBATTUR RTO,RENAULT INDIA PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
AMBATTUR RTO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
AMBATTUR RTO,STELLANTIS INDIA PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBATTUR RTO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,29
AMBATTUR RTO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
AMBATTUR RTO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,9,24
AMBATTUR RTO,VINFAST AUTO INDIA PVT LTD,Tamil Nadu,TN612,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
AMBUR UO,HYUNDAI MOTOR INDIA LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
AMBUR UO,KIA INDIA PRIVATE LIMITED,Tamil Nadu,TN628,Vellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
AMBUR UO,MAHINDRA & MAHINDRA LIMITED,Tamil Nadu,TN628,Vellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBUR UO,MARUTI SUZUKI INDIA LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,17
AMBUR UO,NISSAN MOTOR INDIA PVT LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBUR UO,RENAULT INDIA PVT LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBUR UO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AMBUR UO,TATA MOTORS PASSENGER VEHICLES LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5
AMBUR UO,TATA PASSENGER ELECTRIC MOBILITY LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AMBUR UO,TOYOTA KIRLOSKAR MOTOR PVT LTD,Tamil Nadu,TN628,Vellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
ANGAMALI SRTO,BYD INDIA PRIVATE LIMITED,Kerala,KL63,Ernakulam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
